_id,title,type_key,method_key,servings,cooking_time,difficulty,ingredients,cooking_steps,tips
673c36d28fad4e3c931146c0,시금치 우유 소스와 그린매쉬드포테이토,반찬,찜,1,,,"['감자 80g(1/2개)', '시금치우유 소스 5g(1작은술)', '아몬드 2g(1알)', '설탕 2g(1/3작은술)', '크랜베리 3g', '치커리 약간', '시금치 10g', '우유 10g(2작은술)']","['1. 시금치는 끓는 소금물에 데쳐 찬물에 헹구어 물기를 짜고 우유를 넣고 블렌더에 곱게 갈아 체에 거른다.', '2. 껍질 벗긴 감자는 찜기에 넣어 20분 정도 삶고 꺼내서 으깨고, 아몬드는 잘게 다지며, 치커리는 곱게 다진다.', '3. 으깬 감자, 다진 치커리, 시금치 우유소스, 설탕을 넣고 섞어 접시에 담고 아몬드, 크랜베리를 올리고 시금치우유 소스를 곁들인다.']",['시금치에 풍부한 칼륨과 우유의 칼슘은 나트륨 배출을 도와줘요. 감자도 칼륨이 풍부한 채소이지만 감자에 부족한 칼슘을 유제품과 함께 섭취하면 칼슘을 보충 받을 수 있어요.']
673c36d28fad4e3c931146c1,버섯구이와 두부타르타르 소스,반찬,굽기,1,,,"['새송이버섯 70g(7개)', '올리브유 10g(2작은술)', '치커리 10g(3줄기)', '연두부 30g(1/4모)', '다진 양파 10g(2작은술)', '다진 오이피클 10g(2작은술)', '올리브유 2g(1/3작은술)', '식초 5g(1작은술)', '레몬즙 3g(2/3작은술)', '머스터드 3g(2/3작은술)', '꿀 2g(1/3작은술)', '흰 후추 약간']","['1. 곱게 다진 양파와 오이피클은 물기를 짠다.', '2. 연두부에 다진 양파, 다진 오이피클, 올리브유, 머스터드, 후추, 꿀, 식초, 레몬즙을 넣어 두부타르타르 소스를 만든다.', '3. 새송이버섯은 0.5cm 두께로 썰고 프라이팬에 노릇하게 구워준 후 접시에 새송이버섯과 치커리를 담고 소스를 곁들인다.']","['새송이 버섯은 칼륨 함량이 높아 육류와 함께 섭취하면 혈중 콜레스테롤 수치를 낮추는데 효과가 있어요. 나트륨이 많은 간장이나 소금 대신 겨자, 레몬 등을 이용한 소스로 나트륨 함량을 줄여보세요.']"
673c36d28fad4e3c931146c2,구운채소와 간장레몬 소스,반찬,굽기,1,,,"['가지 20g(3cm)', '호박 50g(1/3개)', '새송이버섯 15g(3개)', '양파 15g(1/8개)', '발사믹크레마 15g(1큰술)', '빨강 파프리카 3g(3×1cm)', '노랑 파프리카 3g(3×1cm)', '청피망 3g(3×1cm)', '올리브유 약간', '저염간장 5g(1작은술)', '식초 15g(1큰술)', '설탕 10g(1큰술)', '레몬즙 5g(1작은술)']","['1. 저염간장, 식초, 레몬즙, 설탕을 혼합하여 간장레몬 소스를 만든다.', '2. 호박, 가지, 새송이버섯은 3cm 길이로 자른 후 얇은 편으로 채 썰고, 양파, 파프리카, 피망은 호박 길이로 썬다.', '3. 가지, 호박, 새송이버섯, 양파, 파프리카, 피망에 올리브유를 바르고 달궈진 그릴 팬에 구운 후 접시에 담고 발사믹 크레타를 뿌리고 간장레몬 소스를 곁들인다.']",['채소와 버섯류에는 대부분 나트륨 배출에 효과적인 칼륨이 함유되어 있어 채소를 많이 섭취하는 것이 저나트륨 식단의 기본이에요. 레몬즙은 음식의 짠맛을 감추고 간장과 함께 사용하면 간장의 감칠맛을 상승시키는 효 과도 있어요.']
673c36d28fad4e3c931146c3,오렌지와 당근 만남주스,차/음료/술,무침,1,,,"['당근 100g(1/2개)', '오렌지 100g(1/2개)']","['1. 오렌지는 깨끗이 씻어 껍질을 벗긴다.', '2. 당근은 깨끗이 씻어 작은 토막으로 썬다.', '3. 당근, 오렌지, 물(50ml)을 믹서에 곱게 간다.', '4. 믹서에 갈아낸 주스는 고운 체로 거른다.', '5. 주스를 살얼음이 생길 만큼 시원하게 냉동한다.', '6. 컵에 담아 마무리한다.']","['시판되는 대부분의 주스는 가공되고 농축되는 과정에서 나트륨이 첨가되는 경우가 있어 과일, 채소를 직접 갈아 마시면 나트륨 섭취를 줄일 수 있어요.']"
673c36d28fad4e3c931146c4,칠곡석류국수,면/만두,끓이기,1,,,"['소면 160g', '저염소금 4g(1작은술)', '식초 8g(1/2작은술)', '석류 200g(1/2개)', '잣 4g(1작은술)', '아몬드 4g(1작은술)', '해바라기씨 4g(1작은술)', '호두 4g(1작은술)', '호박씨 4g(1작은술)', '오이 20g(1/4개)']","['1. 잣, 아몬드, 해바라기씨, 호두, 호박씨는 다진다.', '2. 끓는 물에 저염소금과 식초를 넣은 후 소면을 삶은 후 체에 건져 물기를 뺀다.', '3. 석류는 물 600g와 함께 믹서에 갈고 체에 걸러 즙을 낸다. 그릇에 면을 담고 차갑게 식힌 석류즙을 붓고 견과류, 채 썬 오이를 고명으로 올린다.']","['견과류에는 불포화 지방산이 풍부하게 함유되어 있어, 고지혈증 등 혈류개선에 효과가 있어 성인병 예방에 좋다. 짠맛을 대신하여 석류의 새콤달콤한 맛을 활용하고, 볶은 견과류로 고소한 맛과 풍미를 더하였다.']"
673c36d28fad4e3c931146c5,블랙빈 곤약국수,면/만두,끓이기,1,,,"['실곤약 440g', ' 검은콩 70g', '볶은 흑임자 6g(1작은술)', '호두 6g(1알)', '오이 20g(1/8개)', '토마토 50g(1/2개)', '달걀 50g(1개)']","['1. 검은콩을 1시간 찬물에 담가 불린 후 삶아 익힌 후 불순물을 제거하고 흑임자, 생수, 삶은 콩, 호두를 믹서에 갈아 살엄음이 생기도록 냉동실에 넣는다.', '2. 오이는 돌려 깎아 채 썰고, 토마토는 1/8크기로 썰고, 달걀은 삶아 반으로 자른다.', '3. 실곤약은 끓는 물에 데치고 찬물에 헹궈 그릇에 담은 후 콩물을 담고 오이, 토마토, 달걀을 고명으로 올려 완성한다.']","['검은콩은 안토시아닌 색소를 많이 함유하고 있어 시력회복과 항암작용에 좋다. 나트륨 함량이 높은 소면을 대신하여 실곤약으로 면을 대체함으로써 나트륨과 칼로리의 섭취량을 줄이고, 콩국물에 흑임자와 호두를 넣어 짠맛 대신 고소한 맛과 향을 강조한다.']"
673c36d28fad4e3c931146c6,브로콜리 컬리플라워 샐러드와 두유 요거트 소스,샐러드,무침,1,,,"['브로콜리 40g(1/5송이)', '컬리플라워 40g(1/3송이)', '적양파 10g(2×1cm)', '강낭콩 5g(1작은술)', '건포도 5알', '호두 1/2알', '소금 약간', '두유 50g(3⅓큰술)', '플레인요거트 20g(1⅓큰술)', '레몬즙 5g(1작은술)', '설탕 약간']","['1. 두유에 플레인요거트와 레몬즙, 설탕을 넣고 잘 섞어 두유요거트 소스를 만든다.', '2. 강낭콩은 물에 불린 후 콩과 물을 1:2.5로 넣고 20~25분 삶아 건지고 브로콜리와 컬리플라워는 한입 크기로 썰어 끓는 소금물에 살짝 데쳐 찬물에 헹궈 물기를 뺀다.', '3. 접시에 데친 브로콜리와 컬리플라워, 삶은 강낭콩, 채썬 적양파, 다진 호두, 건포도를 담고 두유요거트 소스를 곁들여 낸다.']","['브로콜리와 컬리플라워를 데치는 과정에서만 소금을 넣어 맛과 색은 살려주고 소금 사용은 줄였어요, 또한 마요네즈 대신 두유를 사용하면 맛은 고소해지고 나트륨 배설은 증가 시킬 수 있어요.']"
673c36d28fad4e3c931146c7,고추장 라따뚜이,퓨전,굽기,1,,,"['애호박 70g(1½개)', '양송이버섯 60g(3개)', '가지 70g(1/2개)', '저염살라미 25g', '사과 60g(1/3개)', '양파 40g(1/5개)', '마늘 10g(2개)', '토마토 600g(3개)', '설탕 10g(2작은술)', '바질 50g', '고추장 15g(1큰술)']","['1. 양파와 마늘은 다져서 볶다가 토마토 과육과 설탕, 바질을 넣고 고추장을 섞어 토마토 소스를 만든다.', '2. 가지, 양송이버섯, 애호박, 사과는 썰고 살라미는 데친다.', '3. 오븐용 팬에 토마토 소스를 넓게 펴준 뒤 애호박, 가지, 양송이버섯, 살라미를 겹치게 넣고 180℃로 예열한 오븐에 넣고 30분 구워 완성한다.']","['칼륨이 풍부한 토마토를 사용하여 나트륨 배출에 도움을 주며, 살라미는 끓는 물에 데쳐 염분을 제거한 후 사용한다.']"
673c36d28fad4e3c931146c8,민들레 샐러드,샐러드,무침,1,,,"['민들레 잎 40g', '비트 5g(1작은술)', '오렌지(껍질) 40g(1/5개)', '간장 20g(1⅓큰술)', '다진 홍고추 10g(1개)', '레몬즙 60g(4큰술)', '설탕 6g(1작은술)']","['1. 간장, 레몬즙, 설탕, 다진 홍고추를 섞어 드레싱을 만든다.', '2. 민들레 잎은 4×4cm로 썰고, 비트는 채 썰고 물에 담가 색을 뺀다.', '3. 오렌지는 씻어 껍질만 발라 채 썰고 민들레 잎, 비트, 오렌지 껍질을 섞어 접시에 담고 드레싱을 곁들인다.']",['간장에 생수를 희석하여 염도를 낮추고 레몬의 상큼함을 강조한다.']
673c36d28fad4e3c931146c9,토마토 가지 카프레제,양식,굽기,1,,,"['가지 100g(1개)', '토마토 200g(1½개)', '무순 20g', '마늘 10g(2개)', '올리브오일 5g(1작은술)', '올리브오일 25g(2큰술)', '발사믹식초 60g(4큰술)', '후춧가루 2g(1/2작은술)']","['1. 올리브오일, 발사믹식초, 후춧가루를 섞어 차게 식혀 드레싱을 만든다.', '2. 가지와 토마토는 5mm두께로 썰고 120도 오븐에 20분 구운 후 구운 가지는 물기를 제거한다.', '3. 팬에 올리브오일을 두르고 약불에서 채 썬 마늘을 볶다가, 가지를 넣고 구운 후 접시에 토마토, 가지를 번갈아 담고 무순으로 장식하고 드레싱을 곁들인다.']","['칼륨 함량이 높은 토마토와 가지 사용하여 나트륨의 배출을 돕고, 가지와 토마토의 영양성분 중 베타카로틴은 시력보호와 피부노화에 효과가 있다.']"
673c36d28fad4e3c931146ca,우렁된장소스 배추롤,밥/죽/떡,찜,1,,,"['돼지고기(50g)', '배춧잎(5장)', '부추(30g)', '쌀(100g)', '당근(20g)', '표고버섯(2개)', '양파(50g)', '애호박(1/2개)', '우렁이(100g)', '된장(30g)']","['1. 끓는 물에 배춧잎을 데친다.', '2. 당근, 호박, 표고버섯, 양파는 입자있게 다진다.', '3. 돼지고기를 썰어 불린 쌀, 다진 야채와 함께 밥을 짓는다.', '4. 데친 배춧잎에 지어놓은 밥을 올려 돌돌만다.', '5. 말아 놓은 배춧잎을 부추로 묶는다.', '6. 찜통에 김이 오르면 ?번을 넣고 약 5분 정도 찐다.']","['된장에 양파, 당근, 호박, 표고버섯을 많이 섞어 나트륨 함량을 감소시키고, 야채맛이 가득한 된장소스를 만들 수 있어요.']"
673c36d28fad4e3c931146cb,인삼떡갈비,반찬,굽기,1,,,"['소고기(100g)', '돼지고기(100g)', '대추(3알)', '양파(30g)', '마늘(20g)', '배(1/4개)', '애호박(1/2개)', '단호박(1/4개)', '파프리카(50g)', '인삼(1뿌리)', '양송이(5개)', '배추잎(5장)', '저염간장(20g)', '설탕(20g)', '소금(0.2g)', '후춧가루(0.01g)', '두부(50g)']","['1. 대추는 돌려 깍아 씨를 제거 하고 곱게 다진다.', '2. 다진 소고기와 돼지고기에 대추와 소금 후춧가루를 넣고 치댄다.', '3. 애호박과 단호박, 파프리카는 입자있게 썰어 ?에 넣고 잘 치댄다.', '4. 양송이는 편으로 썰어 팬에 익히고, 인삼을 뇌두를 자르고 깨끗이 씻어 팬에 볶아 잘게 썰어 ?에 넣는다.', '5. 재료가 골고루 섞인 떡갈비를 갈비 모양으로 만든다.', '6. 떡갈비를 팬에 굽고, 접시에 배춧잎을 깔고 익힌 양송이를 올리고 떡갈비를 담는다.']",['대추의 단맛 때문에 간장을 적게 쓸 수 있어 나트륨을 줄일 수 있어요']
673c36d28fad4e3c931146cc,초계탕과 사색곤약,반찬,끓이기,1,,,"['닭고기(1마리)', '가시오가피(10g)', '대파(20g)', '다시마(10g)', '건새우(20g)', '실곤약(100g)', '비트(30g)', '치자가루(10g)', '마늘(20g)', '소금(0.3g)', '후춧가루(0.01g)', '양파(50g)', '오이(50g)', '겨자가루(10g)', '식초(20g)', '설탕(20g)']","['1. 닭을 깨끗이 손질하고, 부위별로 자른다.', '2. 냄비에 가시오가피, 대파, 다시마, 마늘, 건새우를 넣고 은근히 끓인 후 닭을 넣고 약 20분 정도 삶아 건진 뒤 살을 찢어둔다.', '3. 양파, 오이는 채썰고 식초, 설탕, 소금을 넣고 초절임한다.', '4. 겨자가루에 30℃ 정도의 물을 넣고 골고루 섞어 발효시키고, 설탕, 식초, 소금을 넣고 겨자소스를 만든다.', '5. 흰곤약과 비트, 치자가루를 섞은 곤약, 채썬 다시마를 접시에 담는다.', '6. 양파, 오이 초절임과 닭살을 한쪽에 담아 먹기 직전에 겨자소스를 올린다.']",['다시마와 건새우의 천연 조미료 성분이 나트륨을 대신할 수 있어요.']
673c36d28fad4e3c931146cd,양배추감자전,반찬,굽기,1,,,"['감자 100g(1개)', '양배추 150g(1/2개)', '당근 15g(1/10개)', '두부 20g(1/20모)', '돼지고기 30g', '청양고추 5g(1개)', '부침가루 45g(3큰술)', '달걀 60g(1개)', '식용유 15g(1큰술)', '오렌지즙 15g(1큰술)', '간장 2g(1/2작은술)', '식초 10g(2작은술)']","['1. 감자는 믹서에 갈고 양배추는 채 썰고 고기, 당근, 청양고추, 두부는 다진다.', '2. 준비해둔 재료를 모두 섞고 부침가루와 계란을 넣어 반죽한다.', '3. 가열된 팬에 기름을 두르고 반죽을 부어 굽고 소스를 함께 곁들인다.']",['감자와 양배추에는 칼륨이 풍부하게 들어있어 나트륨 배출에 도움을 준다. 양념간장 대신 과일즙을 활용한 폰즈소스를 곁들여 나트륨 섭취량을 줄였다.']
673c36d28fad4e3c931146ce,황태미역 곤약스프,스프,끓이기,1,,,"['황태채(100g)', '곤약(100g)', '건미역(20g)', '들깨가루(20g)', '두부(50g)', '된장(10g)', '액젓(10g)', '표고버섯(1개)', '마늘(10g)', '참기름(5g)']","['1. 된장에 두부를 넣고 골고루 섞는다.', '2. 표고버섯과 마늘은 함께 갈아둔다.', '3. 미역은 충분히 불린다.', '4. 냄비에 황태채와 갈아둔 표고버섯, 마늘을 넣고 은근히 끓여 육수를 만든다.', '5. 곤약은 납작납작하게 썰어 끓는 물에 데친다.', '6. 육수에서 황태를 건져 두부된장과 함께 갈아 육수에 붓고, 미역, 곤약, 들깨가루를 넣고 약 20분 정도 끓인 후 액젓으로 간을 한다.']",['된장에 두부를 섞어서 나트륨을 감소시킬 수 있어요.']
673c36d28fad4e3c931146cf,훈제오리가슴살 샐러드,샐러드,굽기,1,,,"['오리고기(훈제오리 가슴살', '150g)', '발사믹소스(50g)', '양파(30g)', '파슬리(5g)', '블루베리(20g)', '레디쉬(1개)']","['1. 훈제오리 가슴살을 슬라이스한다.', '2. 슬라이스한 훈제오리는 팬에 굽는다.', '3. 양파는 채썰고 찬물에 담근 뒤 건진다.', '4. 레디쉬는 채썰고 찬물에 담근 뒤 건진다.', '5. 먹기 직전에 발사믹소스를 만든다.', '6. 접시에 훈제오리와 양파채, 레디쉬, 블루베리를 담고 발사믹소스를 올린다.']",['훈제오리와 양파채 및 레디쉬채와 블루베리를 함께 먹으면 나트륨 섭취도 감소시켜주고 훈제오리의 맛을 한층 더 좋게 만들어요']
673c36d28fad4e3c931146d0,훈제오리가슴살크러스트,반찬,굽기,1,,,"['오리고기(훈제오리 가슴살', '150g)', '로즈마리(2g)', '오렌지(1개)', '새송이버섯(1개)', '파슬리(5g)', '땅콩(50g)', '올리브오일(20g)', '유자청(20g)', '후춧가루(0.5g)']","['1. 훈제오리 가슴살은 올리브오일, 로즈마리, 후춧가루로 마리네이드한다.', '2. 새송이버섯은 편으로 썰고 팬에 굽는다.', '3. 오렌지는 슬라이스로 썬다.', '4. 땅콩과 파슬리는 입자있게 다진다.', '5. 마리네이드한 오리 고기를 구워 접시에 담는다.', '6. 유자청에 땅콩, 파슬리가루를 넣고 소스를 만들고, 구워진 오리고기 사이에 오렌지 슬라이스를 넣고 유자청소스를 올린다.']","['로즈마리를 사용하여 오리고기의 잡내를 제거하고, 유자청을 이용한 소스는 소금을 적게 사용해도 맛을 좋게 만들어요.']"
673c36d28fad4e3c931146d1,간장소스를 곁들인 새우전복찜,반찬,찜,1,,,"['전복(2개)', '새우(3마리)', '시금치(30g)', '해초(20g)', '저염간장(20g)', '레몬(1/4개)', '설탕(20g)', '소금(0.1g)', '마늘(10g)', '녹말(10g)', '식용꽃(60g)']","['1. 전복은 수저로 떼어내어 소금으로 비벼 깨끗이 씻는다.', '2. 시금치는 데쳐 다지고, 새우는 껍질을 벗겨 전복, 해초와 함께 다진다.', '3. ?번을 잘 섞어 전복 껍질에 넣는다.', '4. 찜통에 김이 오르면 속을 채운 전복 껍질을 넣고 약 10분 정도 찐다.', '5. 저염간장, 레몬, 설탕, 다진마늘을 넣고 살짝 끓여 소스를 만든다.', '6. 간장소스에 전분을 풀어 농도를 맞추고, 전복찜에 여러번 바르고 식용꽃을 올린다.']",['해초류를 사용해서 소금을 대신할 수 있어요.']
673c36d28fad4e3c931146d2,유자 대구조림,반찬,끓이기,1,,,"['대구살 120g', '홍파프리카 10g(1/10개)', '황파프리카 10g(1/10개),청파프리카 10g(1/10개)', '황금팽이버섯 10g', '미나리 20g', '밀가루 25g(2큰술)', '유자청 20g(1⅓큰술)', '발사믹식초 10g(2작은술)', '화이트와인 10g(2작은술)', '대파 30g(1개)']","['1. 발사믹 식초, 화이트와인, 다진 유자청 건더기를 넣고 졸여 소스를 만들고 대구를 손질하여 포를 뜬다.', '2. 대파, 청파프리카, 홍파프리카, 황파프리카를 채 썬다.', '3. 대구포에 밀가루를 묻혀 청파프리카, 홍파프리카, 황파프리카, 황금팽이버섯을 넣고 말아 미나리로 묶어 찐 후 소스를 뿌리고 썬 대파를 올려 완성한다.']",['소스에 유자청으로 향을 더하고 발사믹식초로 상큼함을 더한다. 찜은 재료 본연의 맛을 느낄 수 있는 조리법이며 소스를 찍어먹을 수 있도록 곁들여 내면 나트륨 섭취량을 줄일 수 있다.']
