_id,title,type_key,method_key,servings,cooking_time,difficulty,ingredients,cooking_steps,tips,recipe_type,spicy_level
673c36d28fad4e3c93114cdd,가지돼지고기볶음 매콤하게,반찬,볶음,4인분,15분 이내,초급,"['가지(4개)', '돼지고기(200g)', '대파(1대)', '굵은소금(1T)', '다진마늘(1T)', '들기름(1T)', '간장(2T)', '된장(1T)', '고운 고춧가루(1/2T)', '매실액(1T)', '맛술(1T)']","['가지는 반달 어슷썰기해서굵은소금에 5분 절여서 사용 합니다', '절인가지는물기 꼭 짜고 준비해 두어요절여서 볶으면쫄깃하니 식감이 좋아가지 싫어하는 아이들도 잘 먹어요', '들기름에 다진마늘, 대파넣고볶아 줍니다', '간장 1T넣고불맛 내 주고..', '된장넣고 잘 볶아요', '돼지고기는 앞다리살 사용 했는데요블랜더 사용해다짐육 만들어 사용 합니다다짐육 준비해도 됩니다볶은 된장소스에 넣고 볶아요', '절인 가지도 넣고고운고웃가루 넣고 쉐킷쉐킷~~아이들용은고춧가루 생략해도 됩니다', '매실액, 맛술넣고간 보고 간장1T 더 넣었어요센불로 볶아 마무리해요']",[],"['한식', '볶음', '고단백', '매운맛1단계']",매운맛1단계
673c36d38fad4e3c93115eb9,짜지 않는 밥도둑 꼬막장,반찬,절임,4인분,20분 이내,초급,"['꼬막(1kg)', '청양고추(2개)', '홍고추(1개)', '통마늘(7알)', '물(400ml)', '간장(120ml)', '국간장(1.5T)', '맛술(3T)', '물엿(1T)', '양파(1/2개)', '파뿌리(2개)', '대파(1대)', '생강술(2T)', '다시마(적당량)', '마른홍고추(1개)']","['장아찌 국물 끓일 재료 양파,대파,마른고추를 큼직하게 썰어 주세요.', '꼬막에 얹을 마늘은 슬라이스 합니다.', '청,홍고추도 송송 썰어 주세요.', '냄비에 소스 재료 다 넣고 끓여줍니다.부르르 끓으면 불을 끄고 그 상태로 식힙니다.오래 끓이면 짜져요~', '소금물에 담가 놓은 꼬막은 해감이 됐으면 깨끗이 씻어 끓는 물에 소금 1T 넣고 한방향으로 저어 가며 삶아 줍니다.PS:꼬막을 검정 비닐 봉투로 덮어 놓으면 해감이 깨끗이 되고 한쪽 방향으로 저어야 껍질에 붙지 않고 잘 까져요~', '끓으면 불을 끄고 빨리 찬물에 열기를 빼줍니다.살이 쫄깃쫄깃 해져요~', '입이 벌어진 꼬막은 한쪽 껍질만 까서 두고 안벌어진 꼬막은 수저 뒷부분으로 까줍니다.PS:알맹이만 빼주셔도 됩니다.', '잘라 놓은 마늘과 고추를 꼬막위에 올리고 식은 간장 소스를 꼬막에 부어주면 완성됩니다.*간장 소스는 건더기를 건져내고 부어 주세요.', '1~2시간 후부터 드실수 있는데 저는 바로 먹어도 맛있더라구요.']",['꼬막해감할때 소금 살짝 뿌려서 검은 비닐 봉투에 씌워 하루밤 해감 시키니 깨끗하게 해감이 됩니다. 꼬막이 잘 안까지면 수저 뒷부분으로 들어서 까면 잘 까져요.'],"['해산물', '고단백', '매운맛1단계', '한식', '반찬']",매운맛1단계
673c36d38fad4e3c9311758d,에어프라이어 닭다리구이 만드는법 :: 맛보장치킨!!!,양식,굽기,3인분,120분 이내,중급,"['닭다리(1kg)', '우유(2컵)', '소금(1T)', '후추(1t)', '다진마늘(1T)', '양파가루(1T)', '카레가루(1T)', '파슬리(1T)', '설탕(1T)', '올리브오일(1T)']","['냉동실에서 꺼낸 닭다리는 냉장에서 자동 해동하도록 미리 꺼내 두고, 해동 후 우유에 재워서 닭비린내를 없애 줍니다.', '우유에 30분 담갔던 닭은 깨끗이 씻어서 물기를 제거해 주세요.', '닭다리 밑간하기 전에 앞,뒤로 칼집을 깊게 2번 정도 내 주세요.', '뼈가 닿을 정도까지 깊게 칼집을 내야 간도 잘 배고, 잘 익어요.', '닭다리에 양념해 주세요.소금1T, 후추1t, 다진마늘1T양파가루1T(=생강가루1T)카레가루1T파슬리1T설탕1T올리브오일 1T', '밑간한 닭다리는 냉장에서 1시간 재워둡니다.', '에어프라이어 200도 앞,뒤 10분씩 20분 돌렸어요. 호일을 깔고 하니까 기름이 빠지질 않아서 뒤집으면서 바스켓 위에 그대로 올렸는데 나중에 씻느라 힘들었어요 ㅠ.ㅠ ^^ 다음에는 종이호일에 구멍을 내어 만드는 꼼수를 부려야 할 듯 해요^^;;', '닭다리구이인데 사진이 어찌보니 족발같아요.ㅎㅎㅎ 구운 닭이라 느끼함이 덜하지만 양배추샐러드와 함께 곁들이니 정말 맛이 좋았어요.', '닭다리부위를 두고 쟁탈전을 벌이지 않아도 되는 닭다리구이랍니다^^맥주를 부르는 안주, 어린이들은 끝도 없이 먹는 치킨간식입니다 ~']","['에어프라이어 사양의 따라 온도,시간은 조절하여 구워주세요. 한번 뒤집어야 하니까 중간에 확인해 주시는 것도 잊지 마시고요~']","['고단백', '구이', '간편식', '저염식']",매운맛없음
673c36d38fad4e3c93115588,콩나물 잡채 만들기,반찬,비빔,3인분,15분 이내,초급,"['콩나물(1/2봉)', '당면(3인분)', '다진 마늘(1/2T)', '다진 대파(2T)', '고춧가루(1T)', '진간장(1T)', '국간장(1/2T)', '매실청(1/2T)', '참기름(1T)', '깨소금(2T)', '소금(약간)']","['재료를 준비합니다.', '콩나물을 깨끗이 씻어 3분 정도 삶아줍니다.삶은 콩나물을 찬물에 헹궈서 체에 밭쳐 둡니다.중불콩나물을 삶을 때는 뚜껑을 꼭 덮어야 비린내가 안 납니다.', '당면을 삶습니다.보통 설명서에는 6~7분 삶으라고 되어있는데 10분 정도 삶아야 부드러워집니다.', '당면을 찬물에 여러 번 헹궈낸 뒤 체에 밭쳐 물기를 뺍니다.', '콩나물과 당면을 볼에 담습니다.다진 마늘 1/2 T를 넣습니다.', '고춧가루 1 T', '진간장 1 큰 술, 국간장 반 큰 술을 넣어요.부족한 간은 소금으로 보충합니다.간장만으로 간을 하면 너무 새까매집니다.부족한 간은 소금으로 합니다.', '다진 파와 매실청도 넣어요.', '참기름은 마지막에 넣어줍니다.', '깨소금은 넉넉히 넣고 버무립니다.', '그릇에 담아 냅니다.']",['당면을 미리 삶아놓으면 불어버리니 타이밍 계산을 하셔야 합니다. 양념장을 미리 만들어 두면 면이 불 시간이 줄어서 편합니다.'],"['한식', '채식', '저칼로리', '고섬유', '매운맛1단계']",매운맛1단계
673c36d28fad4e3c93114763,밥핫도그,밥/죽/떡,튀김,1인분,,,"['소시지(100g)', '나무막대기(5개)', '밀가루(30g)', '달걀(50g)', '빵가루(30g)', '튀김기름(200g)', '파프리카(30g)', '밥(50g)', '감자(50g)', '달걀흰자(10g)', '소금(0.3g)']","['1. 소시지는 먹기 좋은 크기로 썰어 나무 막대기에 꽂아놓는다.', '2. 파프리카는 작게 다져 준비한다.', '3. 으깬 감자를 준비된 밥과 함께 골고루 섞는다.', '4. 으깬 감자를 다시 준비된 밥과 함께 소금을 조금 넣고 골고루 섞는다.', '5. 밥과 감자가 잘 섞어지면, 다시 다져진 파프리카를 넣고 섞어준다.', '6. 막대기에 밀가루를 살짝 바르고, 소시 지에 반죽(⑤)을 감싸듯 손으로 둥글게 말아 밀가루와, 달걀물, 빵가루 순서로 입혀 튀김 기름 170℃의 온도에서 약 2분 정도 튀긴 후 기름을 제거하여 완성한다.']","['밀가루 반죽대신 감자, 밥, 파프리카을 이용하여 나트륨은 줄이고, 어린이들의 영양 간식으로도 좋아요.']","['고단백', '튀김', '퓨전']",매운맛없음
673c36d28fad4e3c93115164,바삭한 부추전 만드는 법,반찬,부침,3인분,30분 이내,초급,"['부추(200g)', '청양고추(4개)', '양파(1/2개)', '냉동새우(1줌)', '물(1.5컵)', '부침가루(1.5컵)', '멸치액젓(1큰술)', '다진마늘(1큰술)']","['부추는 깨끗이 씻은 후5cm길이로 잘라줍니다.', '양파는 채썰어주세요', '청양고추도 잘게 다져줍니다.청양고추는 많이 넣을수록 맛있습니다.', '냉동새우는 찬물에 녹인 후흐르는 물에 헹줘주세요.그다음 물기를 빼둡니다.', '잘게 다져주세요', '볼에 부추,양파,청양고추,다진마늘,부침가루,다진새우,물을넣고 섞어주세요.', '반죽이 골고루 섞어주세요', '강불에 예열한 팬에 오일을 자작하게부어주세요.그 다음 반죽을 올려줍니다.강불센불로 휘리릭 부치셔야 바삭합니다.그리고 부추전은 얇게 펼쳐주세요.', '기름에 튀기듯이 부쳐줍니다.중강불', '반죽이 투명하게 익었을때쯤 뒤집어 줍니다.중강불중간에 식용유도 보충해가며 부쳐주세요.', '꾹국 눌러가며 노릇하게 부쳐주세요.중강불', '바삭하게 부쳐진 새우부추전이에요.식용유 듬뿍 넣고 센불로 부쳤더니 정말바삭합니다.', '쭉쭉 찢어 먹으니 완전 꿀맛..!비오는 날이나 흐린날의 최고 간식부추전이에요.']",['식용유 넉넉하게 두르고 센불로 휘리릭 부쳐주면 바삭한 부추전이 만들어진답니다.'],"['한식', '고단백', '해산물', '전', '매운맛1단계', '튀김']",매운맛1단계
673c36d38fad4e3c9311734e,막창의 불맛이 돌아온닷 (ง •̀_•́)ง 이거보면 미칠껄? 막창꼬치 ★,디저트,굽기,3인분,20분 이내,초급,"['훈제 막창(600g)', '대파(2대)', '아스파라거스(3대)', '간장(4숟가락)', '설탕(1숟가락)', '맛술(1숟가락)', '다진마늘(1/2숟가락)', '불닭소스(1숟갈)', '고추장(1/2숟가락)', '고춧가루(1숟가락)', '간장(1/2숟가락)', '참기름(약간)', '맛술(1숟가락)']","['대파, 아스파라거스는 3cm 길이로 썬다.', '간장소스, 매콤소스를 각각 고루 섞는다.', '꼬지에 채소와 막창을 번갈아 끼운다.', '석쇠에 구운후 양념을 취향에 맞춰 발라 완성한다.팬에 구울시 양념을 발라가며 구워 주세요']",[],"['고단백', '매운맛4단계', '구이', '한식']",매운맛4단계
673c36d38fad4e3c93118ac6,【마더소스만들기】집에서 즐기는 숯불꼬치~♡,양념/잼/소스,굽기,3인분,60분 이내,초급,"['소고기(1kg)', '간장(1컵)', '물(1컵)', '설탕(1/2컵)', '양파(1/2개)', '배(1/4쪽)', '다진마늘(1T)', '후춧가루(4번)']","['홈더하기에서 미국산 부챗살 스테이크용 고기를 세일 하길래 1키로를 사왔어요~ 저처럼 수입산이면 1차로 고기에 소주를 1/2컵(종이컵기준)넣고 핏물을 빼주셔요~(맛술은 단맛이 나는것도 있고 신맛이 나는것도 있어 저는 소주가 최고더라구요ㅎㅎ)', '[마더소스=간장1컵,물1컵,설탕1/2컵,양파1/2개,배1/4쪽,다진마늘1T,후춧가루3~4번톡톡]넣고 갈아주셔요~저는 과일이 많이 들어간게 좋아서 간장1컵,물1컵,설탕1/3컵,양파(작은거)1개,배1/3쪽,사과1/3쪽,후춧가루4번톡톡,마늘6쪽 넣고 갈았어요~(컵=종이컵기준,T=밥수저기준입니다^~^)', '곱게 간 소스는 한번 뽀글뽀글 끓인후에~', '체에 받쳐 건더기를 걸러 주시면 완성입니다^~^350ml나오더라구요~남은 소스는 소불고기,잡채등등 여러가지 활용 가능해서 좋아요^~^', '굽기 편하게 한입크기로썰어서 반씩 나눈후에~', '하나는 허브솔트3번톡톡,식용유1T,후춧가루4번톡톡 넣고 조물조물해서 소금구이로~', '하나는 마더소스 듬뿍 넣고 양념구이로 준비했어요^~^(저는 미리 재워둘 시간이 없어 소스를 넉넉하게 넣었지만 모든 고기는 미리 양념에 재운후 냉장고에서 최소 30분이상 양념이 베이게 재워두는걸 추천합니다^^)', '소금구이반,양념반완성~♡숯불에 구워드셔도 맛있지만 후라이팬에 구워먹어도 엄지척이죠~^~^[여기서 팁이랄꺼도 없지만 숯불에 구워 드실때는 지방이 적은 스테이크용 구이가 연기 없이 좋아요^~^ 삼겹살등등 기름이 많은건 기름이 밑으로 빠지면서 불도 쌔지고 연기도 장난아니게 많이 납니다ㅠ]', '그사이 울님이 준비해온 숯불~ 자주 먹다보니 이제는 숯다루는 솜씨가 프로급입니다ㅎㅎㅎ', '올리는 순간 치익~~♡심쿵되는 소리에요~ㅎㅎ', '시원한 오이냉국이랑 같이 먹으니 환상궁합 이더라구요^~^', '한우보다는 못하지만 고기가 어찌나 부드러운지 씹는데 스펀지 같더라고요~ㅎㅎ 지방이 적다보니 생각보다 연기가 덜나서 집안에서 숯불즐기기 어렵지 않아용~^~^']",[],"['고단백', '구이', '한식']",매운맛없음
673c36d38fad4e3c93118394,이것은 라면인가 로제파스타인가 레시피,면/만두,끓이기,2인분,20분 이내,초급,"['슬라이스치즈(4개)', '페퍼론치노(15개)', '마늘(7쪽)', '양파(1/2개)', '라면스프(1/2개)', '우유(400ml)', '소금(1스푼)', '스파게티면(2인분)', '허브솔트(톡톡)']","['양파와 마늘 커트!양파 반개, 마늘 7쪽', '식용유 두르고 양파와 마늘을 볶아세요..1번에서 커트한 양파와 마늘, 식용유 적당히중불', '노릿노릿 해지면 페페론치노 투하해서 같이 볶아세요!페페론치노 15개약불페페론치노를 커트해서 넣으면 탈 수 있으니 그냥 통으로 넣어도 돼요.', '페페론치노 타기 전에 우유를 넣어서 야채들을 달래 줘세요..우유 400ml강불', '우유가 끓어오르면 라면스프 반개(약 1스푼)를 투하해서 휘휘 젓고 불을 꺼세요..라면스프 반개라면스프는 취향껏 넣으시면 돼요. 호쉐프는 신라면 스프를 넣었지만 꼬꼬면처럼 맑은 라면스프를 넣어도 맛있어요.', '면 갑시다!! 냄비에 물 받고 소금 넣고 끓여세요..소금 1스푼강불', '끓어오르면 스파게티면 투하!스파게티면 2인분강불스파게티면은 펼쳐서 넣고 8분만 끓이세요.', '면이 익으면 로제파스타 소스로 보내세요..7번에서 끓인 스파게티면중불', '꾸덕함을 더하기 위해 슬라이스치즈를 넣고, 면에 골고루 입혀지도록 저어 줘세요!슬라이스치즈 4개중불', '쏠트배 너낌으로 허브솔트 살짝 뿌려세요!!허브솔트 톡톡파슬리 가루를 사용해도 돼요. 없으면 소금과 후추를 톡톡 뿌려도 돼요.']",['어떠한 라면스프를 사용하느냐에 따라 맛이 조금씩 달라요! 이런 저런 맛을 느껴보고 싶으면 하나씩 다 도전해 보세요!! 스파게티면 말고 라면 사리를 넣어도 완벽한 맛이 나옵니다!!'],"['양식', '퓨전', '매운맛1단계']",매운맛1단계
673c36d38fad4e3c93117202,입안 가득 환상의 맛이 펼쳐지는 디저트 ~ 허니 아보카도 치즈구이,디저트,굽기,2인분,30분 이내,초급,"['아보카도(2개)', '견과류(1줌)', '건크렌베리(약간)', '모짜렐라치즈(1봉)', '꿀(3큰술)', '시나몬파우더(약간)']","['아보카도 2개를 준비하세요. 아보카도는 껍질이 거뭇하게 변했을때 먹기 좋게 익은 상태랍니다 .', '모짜렐라 치즈 1봉(100g)과모듬건과류 한줌, 건크렌베리를 약간 준비하세요(저는 가느다란 슬라이스 모짜렐라치즈를 준비했어요 .모양이 더 이쁘고 깔끔하게 나온답니다 )', '아보카도는 베이킹소다를 뿌려서문질러 주고, 흐르는 물로 깨끗이 헹구어 주세요.', '아보카도를 반으로 정확히 잘라 주세요.', '가운데 씨 부분에 칼끝을 살짝 내리쳐서 꽂아주고, 살살 비틀어 주면서 위로 올려 주면, 씨가 분리된답니다 .', '아보카도 껍질 안쪽으로 수저를 깊숙히 넣어 한 바퀴 돌려주세요.', '껍질과 아보카도가 깔끔하게 분리 된답니다 .', '껍질과 분리한 아보카도를 그릇에 모아 두세요 .', '분리한 껍질은 버리지 마시고 , 그대로 따로 두세요 .', '아보카도를 곱게 으깨주세요. 수저나 주걱으로도 아주 잘 으깨져요 .', '으깬 아보카도에 꿀을 3큰술 넣어골고루 섞어주세요 ~달콤하고 더 부드러운 아보카도를 먹을수 있겠죠 ^^( 많이 달달한게 드시고 싶으시면 꿀을 더 넣어 주시면 되요 . 저의 레시피는 살짝 달달한 정도입니다)', '꿀과 섞은 아보카도를 분리해둔 껍질 안에 다시 채워줍니다 .', '그리고 위에 모짜렐라 치즈를 뿌려주고 , 건과류를 골고루 올려주고 , 크렌베리도 사이사이 넣어 장식해 주세요 ~', '에어프라이어 160도에서3~4분 정도 구워 주면 완성입니다 .익혀야할 재료가 없기 때문에치즈만 먹기 좋게 녹으면, 완성이에요. 에어프라이어 대신 전자레지나 오븐도 사용 가능합니다 !!굵은 모짜렐라 치즈를 사용하신다면 굽는 시간이 좀 더 길어져요 . 중간중간 눈으로 확인해 주시면 좋아요 ~시나몬 파우더는 선택사항이에요']","['시나몬 파우더는 싫어하시는 분들은 생략해 주셔도 되요 ^^ 저희집은 제가 좋아해서 저는 뿌려서 먹고 , 아이는 향을 안 좋아해서 그냥 먹었어요 ~ 시나몬 향을 좋아하시는 분들이라면 뿌려서 드세요 . 맛과 향이 훨씬 더 좋답니다 ㅎㅎ']","['디저트', '구이', '채식', '저당식']",매운맛없음
673c36d28fad4e3c931149b8,홍시 쉐이크,차/음료/술,갈기,1인분,,,"['냉동홍시 70g', '오미자 5g', '물 35g', '레몬즙 4g', '꿀 5g', '민트 1g']","['1. 냉동 홍시의 껍질을 벗기고 씨를 뺀다.', '2. 1을 잘게 자른다.', '3. 오미자를 7배의 물에 8시간 이상 우려 맛과 색이 우러나오도록 한다.', '4. 믹서에 홍시, 오미자물, 꿀, 레몬즙을 넣어 함께 갈아준다.', '5. 4를 컵에 담는다.', '6. 민트로 장식한다.']",['오미자는 실온에서 우리는 것이 좋으며 유리나 사기그릇에서 우려낸다.'],"['건강식', '저칼로리', '음료', '디저트']",매운맛없음
673c36d38fad4e3c93118b1e,양파가 메인~ 고기없다고 슬퍼말고 양파덮밥♥,밥/죽/떡,볶음,1인분,15분 이내,초급,"['양파(1개)', '달걀(1개)', '밥(1공기)', '물엿(1T)', '간장(2T)', '맛술(1T)', '참기름(1T)', '참깨(1/2T)', '쪽파(1T)']","['양파는 채 썰어 준비한다.양파 1개', '예열된 팬에 기름을 두르고 달걀 프라이를 하여 담아둔다.달걀 1개', '프라이 한 팬에 양파를 볶는다.', '양파가 투명해 지면 양념재료를 넣고 갈색이 날 때까지 볶는다.물엿 1T , 간장 2T , 맛술 1T , 물 1T , 후추 약간', '참기름과 통깨를 넣고 버무려 완성한다.', '그릇에 밥을 넣고 양파를 올리고 달걀을 올려 완성한다.밥 1공기, 쪽파 1T']",[],"['한식', '주식', '채식', '저칼로리', '볶음', '담백한맛']",매운맛없음
673c36d38fad4e3c9311843d,시원한 김치말이국수로 더위 쫓아내기!,면/만두,삶기,1인분,30분 이내,초급,"['소면(1줌)', '냉면육수(1봉)', '김치(1줌)', '김치국물(2국자)', '삶은계란(1개)', '오이(조금)', '파프리카(조금)', '설탕(1/2t)', '참기름(2~3방울)']","['냉면육수 한 봉에 김치국물 두국자를 넣고 잘 섞은 후 잠시동안 냉장고에 보관해주세요살얼음이 뜨도록 미리 냉동보관해두면 더 좋아요', '삶은계란, 오이, 파프리카등 적당히 썰어 고명을 준비하고 김치는 설탕1/2t, 참기름 두 세방울을 넣어 버무려서 준비해주세요김치의 신 정도에 따라 설탕량을 조절합니다', '소면삶기소면은 1인분 기준 (한줌, 100g)정도물이 끓어오르면 넣어줍니다끓어오르면 찬물을 넣고 또 끓어오르면 찬물을 넣고 세번째 끓어오를 때 불을 끄고 면을 건져내요', '소면은 찬물 샤워를 충분히 한 후 물기를 제거하고 면기에 가지런히 담고만들어둔 김치국물 육수와 고명을 올려김치말이국수를 완성합니다깨도 솔솔 뿌려주세요']","['시판육수 대신 미리 만들어둔 멸치육수, 동치미국물을 활용해도 좋습니다']","['한식', '주식', '저칼로리', '국', '소화촉진']",매운맛없음
673c36d38fad4e3c93116f11,새우샐러드 다이어트 샐러드 소스 야채샐러드 드레싱 만들기,샐러드,무침,1인분,30분 이내,초급,"['샐러드 믹스(80g)', '새우(10마리)', '토마토(1개)', '깨소금(2수저)', '간장(1수저)', '올리고당(1수저)', '식초(1수저)', '들기름(1수저)']","['냉동새우 칵테일 새우는 차가운 물에 담가 해동해 주세요.청정한상 흰다리 새우살 300g', '끓는 물에 해동한 새우를 넣고 데쳐주세요. 새우 코리가 말리면서 동글동글 해지면 새우가 익은 거예요. 익은 새우는 꺼내서 식혀 주세요.', '야채샐러드는 씻어서 채반에 받쳐 물기를 제거해 주세요.', '토마토는 먹기 좋은 크기로 잘라주고 토마토 씨는 제거해 주세요. 토마토 씨를 제거하면 샐러드에 물이 생기지 않아요.', '간장드레싱 재료를 모두 넣고 섞어주세요. 이 간장드레싱은 좀 더 개운하고 깔끔한 맛이 특징이에요. 누구나 입맛에 맞는 깨 소스 레시피입니다. 요즘은 마트에서 참깨 드레싱을 많이 사용하지만 간장드레싱 만들기는 생각보다 훨씬 간단하니 한 번 도전해 보면 특유의 고소한 맛에 매료되어 계속 만들어 먹게 될 거예요.', '오목한 접시에 야채샐러드 넣고 그 위에 자른 토마토 올린 다음 새우로 장식한 뒤 간장드레싱을 뿌려주세요.']","['진하게 올라오는 참깨의 풍미와 간장의 이상적인 결합 양념을 부어주는 순간부터 고소함이 깊숙이 퍼져요. 시중에 파는 참깨 드레싱 보다 고소하고, 깨소금을 2수저나 넣었더니 걸쭉한 질감이 너무 마음에 드는 간장드레싱 매일 먹어도 질리지 않아요. 점심에 외식을 하였을 때 저녁은 이렇게 야채샐러드 만들어 먹으면 좋더라고요. 다이어트 식단 추천!']","['건강식', '고단백', '저칼로리', '해산물', '샐러드']",매운맛없음
673c36d28fad4e3c93114b49,오이 소고기 볶음 오이나물 오이볶음 만들기,반찬,볶음,4인분,20분 이내,초급,"['가시 오이(1개)', '소고기 소보로(5큰술)', '소금(1/2큰술)', '참기름(1/2큰술)', '통깨(1/2큰술)']","['껍질 깎은 오이는 동그란 모양대로 0. 2cm 두께로 얇게 썰어 주세요. 너무 두껍게 썰면 잘 절여지지 않고 소고기와 잘 어울리지 않으니 얇게 썰어 주는게 좋답니다.', '얇게 썬 오이는 볼에 담아주고 소금 반 큰 술을 넣고 골고루 무친 다음 20분 정도 절여주세요.', '20분 정도 절인 오이에서 수분이 제법 나왔는데요. 물에 헹구지는 않고 손이나 베보자기를 이용해서 물기를 꼭 짜주세요.', '요건 미리 만들어 두었던 소고기 다짐육으로 만든 소고기 소보로인데요. 냉장고에 있던 거라서 팬에 넣고 살짝 볶아줍니다.소고기 소보로가 없다면 소고기 다짐육에 진간장 설탕 참기름 후춧가루로 양념해서 볶아주면 되고요.  다짐육 외에 소고기 살코기를 가늘게 채 썰어서 양념해서 볶아도 된답니다. ', '소고기 소보로가 볶아지면 소금에 절여 물기 꼭 짠 오이를 넣고 볶아줍니다. 소고기도 다 익은 거고 오이는 생으로 먹을 수 있는 거라서 오래 볶지 않아도 되고 소고기와 오이가 어우러질 정도로 살짝만 볶으면 된답니다.', '마지막으로 참기름 반 큰 술 통깨 반 큰 술을 넣고 마무리합니다~', '오독오독하니 맛있는 오이 소고기 볶음입니다.']",[],"['고단백', '한식', '볶음', '저칼로리']",매운맛없음
673c36d38fad4e3c93118772,유린기레시피 닭다리 손질부터 소스까지(with 미나리유린기/닭다리손질법),퓨전,튀김,2인분,60분 이내,초급,"['닭다리(4개)', '양상추(5장)', '전분가루(3T)', '달걀(1개)', '소금(약간)', '후추(약간)', '생강가루(약간)', '설탕(3T)', '식초(2T)', '간장(3T)', '생수(5T)', '다진마늘(0.5T)', '레몬즙(약간)', '청양고추(1개)', '빨간고추(1개)', '청양고추(3~4개)', '미나리(100g)']","['부드러움을 위해 닭다리를 4개 준비했어요. 뼈 바르는 법은 step16~19 참고해주세요.시판 치킨너겟, 또는 닭가슴살로 할 경우 더 간편하게 가능합니다.', '닭다리살을 분리하면서 나오는 하얀 실 같은 것은 힘줄이다.제거해도 좋고 그냥 먹어도 좋다.', '청주나 소주를 넣고 살짝 버무린 닭가슴살은 흐르는 물에 헹궈 물기를 제거해주세요.', '후추와 생강가루, 달걀 흰자를 넣어 버무려 10분정도 밑간을 해주세요.생강즙이나 생강가루는 생략해도 됩니다.', '저는 가라아게 가루가 있어 물반죽으로 대체했어요. 전분가루 사용 시 밑간된 닭가슴살에 전분가루를 묻혀 5분 후 튀겨주세요. 가라아게는 전분가루가 기본이예요. 전분가루를 쓰면 더 바삭한 유린기튀김옷이 됩니다.물반죽의 경우 닭가슴살을 반죽에 15분정도 담가두었다가 튀겨야 튀김옷이 벗겨지지 않아요.', '닭다리를 물반죽에 재울 동안 분량의 소스를 만들었어요.소스는 먹기 직전 부어야 바삭하니 제일 나중에 만들어주세요.', '프라이팬에 넉넉히 기름을 두르고 튀겨주세요. 중불에서 진행해주세요. 전분가루나 물반죽을 떨어뜨려 위로 올라오면 예열 완료!', '노릇노릇 색이 올라오면 완성이예요 가정에서 기름도 아끼고 청소가 편하려면 오목한 냄비에 한장 씩 튀기면 좋아요.', '남은 기름에 통마늘을 넣어 튀겨주었어요. 생략 가능합니다.', '설탕 솔솔 뿌린 통마늘이예요 유린기와 함께 먹기 좋아요.', '전분가루로 튀기면 더 모양이 잘 잡혀요. 튀긴 닭은 적당한 크기로 썰어주세요.', '유린기 아래에 깔릴 양상추는 먹기 좋게 잘라 손질해주세요.양상추 손질법 레시피', '매운걸 좋아하신다면 유린기 위에 청양고추를 듬뿍 올려주세요. 저는 매운걸 잘 못먹어서 향긋한 미나리로 대체했어요.', '양상추 위에 닭튀김을 올리고 미나리 올려 플레이팅 완료', '먹기 직전 소스를 뿌려 완성해주세요. 오늘도 맛있게 드세요 ↓↓↓↓↓닭다리손질법↓↓↓↓↓ ↓↓↓뼈없는닭다리살만들기↓↓↓', '****닭다리손질법**** 닭다리 발목쪽에 둥글게 칼집을 내주세요.', '세로로 길게 칼집을 내주세요.', '칼이나 손을 활용해 뼈를 중심으로 살과 분리시켜주세요.', '아이용이라면 힘줄을 제거해주세요. 제거하지 않고 칼집만 내도 좋아요.', '****곁들임메뉴추천**** 미나리무침 손질된 미나리 한단을 한입크기로 잘라 간장, 설탕, 식초, 참기름, 깨를 각 1T씩 넣은 후 모자란 간은 소금이나 간장을 추가로 넣어주세요.양상추와 대신 미나리를 무쳐 닭튀김 아래에 깔면 향긋한 미나리유린기가 됩니다.미나리 손질법 레시피']",[],"['고단백', '튀김', '매운맛1단계', '저칼로리']",매운맛1단계
673c36d38fad4e3c93118204,채소만 있어도 완전 푸짐한 자장면,면/만두,볶음,2인분,60분 이내,초급,"['감자', '양파', '호박', '양배추', '스파게티면', '춘장(200g)']","['쟁반 두 개에 채소를 썰어보니 왼쪽에는 감자, 양파, 호박 오른쪽에는 양배추', '자장 할때는 먼저 춘장을 기름부어 드글드글 볶은 후 채소를 볶으시라. 춘장을 한 200(2/3 분량)그람 넣고 식용유 네 숟가락 정도 넣고 볶는다. 타니까 오래 볶지 말고 가장 센불에서 몇 번 휘젓다가 가만히 두고, 부글부글 기름에 끓기 시작하면 한 1~2분 있다가 불 끕니다.', '기름 두른 팬에 딱딱한 감자부터 볶는다. 감자 겉이 투명하게 익기 시작할 무렵 호박넣고', '열 댓번 볶다가 양파 퐁당.', '양파 넣은 후 몇번 뒤적이다가 아까 볶은 춘장 기름덩어리 넣습니다.', '그리고 여기에 물을 재료가 자작자작하게 잠길 정도로 넣습니다. 춘장 볶은 팬에 물 넣어서 부어줍니다. 카레처럼 뭉근하게 졸입니다.', '이 춘장이 첨에는 엄청 짜도 졸이다보면 맛도 순해지기 마련입니다. 여기에 맛술을 넣으면 장 특유의 잡냄새도 날아가고 달달한 맛도 살아납니다. 세 숟가락 넣어줍니다.', '맛술 넣고 녹말가루 푼 물을 훌훌~ 뿌려가며 농도 조절해서 끓이다가 감자가 푸석하게 익은 것 확인하고', '양배추를 넣고 그자장이랑 양배추 고루 섞어가면서 양배추 숨 살짝 죽으면 불 끄시길. 그럼~자장 완성', '속성으로 스파게티 면 삶아서 자장면 곱배기 하나 완성']",[],"['채식', '주식', '볶음', '저염식']",매운맛없음
